item_name,main_category,sub_category,year,transactions,investment,revenue,profit,profit_margin_percentage,roi_percenatge
Coconut Drink,Beverages,Fruit Juice,50,42,56.699999999999974,94.5,37.800000000000026,40.00000000000002,66.66666666666674
Coconut Fine 500G,Pantry Staples,Coconut Products,135,131,414.0,550.6200000000009,136.61999999999983,24.8120300751879,32.99999999999996
Coconut Oil 300Ml Serendib,Pantry Staples,Oil,4,4,10.0,18.0,8.0,44.44444444444444,80.0
Coconut Sambol Red La,Pantry Staples,Coconut Products,10,9,34.5,43.99999999999999,9.5,21.590909090909093,27.536231884057973
Coconut Sambol Veg La,Pantry Staples,Coconut Products,21,21,65.10000000000002,83.79,18.690000000000005,22.305764411027575,28.709677419354833
Coconut Shreded 500G,Pantry Staples,Coconut Products,116,115,351.0,466.8300000000007,115.82999999999979,24.812030075187884,32.99999999999994
Coconut Treacle 750Ml Der,Beverages,Fruit Juice,1,1,5.7,7.5,1.8,24.000000000000004,31.57894736842105
Colavita Olive Oil 500Ml,Pantry Staples,Oil,34,31,170.0,220.66000000000008,50.66000000000001,22.958397534668716,29.800000000000004
Continental Cucumber 2For 2.40,Fresh Produce,Deals,39,37,0.0,93.60000000000005,93.60000000000005,100.0,inf
Continental Cucumber Bulk,Fresh Produce,Cucumbers,24,23,0.0,40.77779999693399,40.77779999693399,100.0,inf
Continental Grissini 350G,Breads & Bakery,Packaged,215,199,651.1599999999994,889.7700000000017,238.60999999999893,26.81704260651612,36.643835616438224
Continental Rusk 230G,Breads & Bakery,Packaed,199,183,412.0,618.0,206.0,33.33333333333333,50.0
Cookies Biscuit,Snacks,Biscuits,22,21,33.0,65.78000000000003,32.77999999999999,49.8327759197324,99.3333333333333
Cooking Banana,Fresh Produce,Asian Vegies,48,47,134.036,267.68904000000003,133.65304000000003,49.92846924177397,99.71428571428574
Cooking Papaya,Fresh Produce,Asian Vegies,77,77,238.35699999999997,271.7269799999999,33.369980000000005,12.280701754385971,14.000000000000004
Cooking Sauce,Pantry Staples,Condiments,113,103,161.20000000000007,246.76000000000028,85.55999999999986,34.67336683417076,53.07692307692297
Coriader Whole 250G,Pantry Staples,Spices,15,15,29.249999999999993,59.85000000000002,30.59999999999999,51.12781954887215,104.6153846153846
Coriander,Fresh Produce,Herbs,3512,3506,0.0,8168.949999999436,8168.949999999436,100.0,inf
Coriander Seed 500G,Pantry Staples,Spices,10,10,27.5,39.90000000000001,12.4,31.077694235588964,45.09090909090909
Coriander Seeds 100G,Pantry Staples,Spices,32,31,41.47999999999998,101.65999999999998,60.180000000000035,59.197324414715766,145.0819672131149
Coriender Powder 200G,Pantry Staples,Spices,65,61,87.74999999999994,291.85000000000025,204.09999999999968,69.93318485523369,232.59259259259238
Corn 3 For 2,Fresh Produce,Deals,611,551,516.0000000000049,1290.0,774.0000000000048,60.00000000000038,149.99999999999952
Corn Flour White 500G,Pantry Staples,Flour,26,26,36.399999999999984,62.39999999999998,26.0,41.66666666666668,71.42857142857146
Corriander Ground 200G,Pantry Staples,Spices,28,28,78.39999999999996,125.71999999999996,47.319999999999986,37.63919821826281,60.35714285714286
Cous Cous 500G,Pantry Staples,Grains And Pulses,74,74,145.4999999999999,224.2500000000002,78.74999999999989,35.117056856187205,54.12371134020615
Cous Cous Pearl 300G,Pantry Staples,Grains And Pulses,37,35,73.71999999999997,113.61999999999996,39.89999999999999,35.1170568561873,54.12371134020619
Cous Cous Wholemeal 450G,Pantry Staples,Grains And Pulses,26,26,54.31999999999999,83.72,29.400000000000013,35.117056856187304,54.12371134020621
Cranberries 500G,Snacks,Dry Fruits And Nuts,57,56,290.0,347.4200000000003,57.42000000000002,16.527545909849742,19.800000000000008
Cream Cracker Mun,Snacks,Biscuits,73,70,70.19999999999997,116.21999999999986,46.020000000000074,39.59731543624173,65.55555555555569
Cream Cracker Munc 400G,Snacks,Biscuits,12,12,26.0,51.87000000000001,25.869999999999994,49.874686716791956,99.49999999999997
Cream Cracker190G,Snacks,Biscuits,176,173,185.2499999999998,264.13636372499906,78.88636372499998,29.86577183561561,42.583732105263195
Cream Soda 2L,Beverages,Soda,27,27,85.05000000000001,121.5,36.45000000000002,30.000000000000014,42.85714285714287
Cream Soda Elp 330Ml,Beverages,Soda,3,3,2.7,4.881818181,2.181818181,44.692737420898226,80.80808077777777
Crimson Grapes,Fresh Produce,Grapes,2261,2245,0.0,8534.656479999992,8534.656479999992,100.0,inf
Crimson Snow Apples,Fresh Produce,Apples,6,6,0.0,16.24944,16.24944,100.0,inf
Croutouns,Breads & Bakery,Packaged,2,2,0.0,7.9,7.9,100.0,inf
Crystallized Ginger 250G,Snacks,Dry Fruits And Nuts,10,10,35.5,46.9,11.4,24.307036247334757,32.11267605633803
Cucumber Continental,Fresh Produce,Cucumbers,4421,4413,0.0,8580.0,8580.0,100.0,inf
Cucumber Lebanese,Fresh Produce,Cucumbers,5827,5816,0.0,12355.958559999992,12355.958559999992,100.0,inf
Cumin Ground 200G,Pantry Staples,Spices,12,12,26.399999999999995,47.88000000000002,21.479999999999993,44.862155388471145,81.36363636363635
Cumin Ground 50G,Pantry Staples,Spices,24,24,28.79999999999999,60.0,31.20000000000001,52.000000000000014,108.33333333333341
Cumin Powder 100G,Pantry Staples,Spices,1,1,0.0,2.99,2.99,100.0,inf
Cumin Seed 100G,Pantry Staples,Spices,80,79,113.71000000000008,248.17000000000021,134.46000000000012,54.18060200668896,118.24817518248179
Cup Mushroom 250G,Fresh Produce,Mushrooms,29,29,0.0,93.0,93.0,100.0,inf
Curry Leaves,Fresh Produce,Herbs,1025,1024,0.0,2286.0,2286.0,100.0,inf
Curry Powder250G Kandyan,Pantry Staples,Sauces,20,20,42.0,83.79000000000002,41.78999999999999,49.87468671679196,99.49999999999997
Custard Apple,Fresh Produce,Tropical Fruits,289,287,0.0,1747.541879999999,1747.541879999999,100.0,inf
D'Anjou Pear,Fresh Produce,Pears,41,40,0.0,96.43900000000004,96.43900000000004,100.0,inf
Daawat 20Kg,Pantry Staples,Rice,4,4,124.0,160.0,36.0,22.5,29.03225806451613
Daawat Biriyani Rice 5Kg,Pantry Staples,Rice,14,14,245.0,308.0,63.0,20.454545454545457,25.71428571428571
Daawat Everyday5Kg,Pantry Staples,Rice,244,244,2645.5,3432.0,786.5,22.916666666666664,29.72972972972973
Daawat Super Basmathi 6.5Kg,Pantry Staples,Rice,5,5,87.5,112.5,25.0,22.22222222222222,28.57142857142857
Daisy Mandarines,Fresh Produce,Citrus Fruits,41,41,43.899000000000015,146.03734,102.13834000000003,69.93987975951906,232.66666666666666
Dapple Dandy Plum,Fresh Produce,Stonefruits,256,256,0.0,535.6680000000002,535.6680000000002,100.0,inf
Dark Red Kidney 500G,Pantry Staples,Grains And Pulses,64,64,145.20000000000002,197.34000000000017,52.13999999999996,26.4214046822742,35.90909090909087
Date Coconut Roll 340G,Snacks,Packaged Snacks,22,20,48.0,180.0,132.0,73.33333333333333,275.0
Date Crown Lulu 500G,Snacks,Packaged Snacks,93,90,423.0,563.0600000000006,140.0599999999999,24.874791318864727,33.111111111111086
Dawaat Traditional Rice 5Kg,Pantry Staples,Rice,2,2,30.0,35.98,5.98,16.62034463590884,19.933333333333334
Dearana Kohila Dalu Curry 350G,Pantry Staples,Sauces,27,25,107.30000000000004,144.71,37.40999999999999,25.85170340681362,34.86486486486484
Dearana Kooni Sambol 275G,Pantry Staples,Spices,24,24,117.60000000000005,167.76000000000002,50.160000000000025,29.89985693848356,42.6530612244898
Dearana Special Pappadam 100G,Pantry Staples,Dry,46,43,66.25,105.46999999999996,39.21999999999999,37.18592964824121,59.19999999999999
Delites Seasalt & Balvin,Snacks,Packaged Snacks,21,21,28.980000000000008,45.76999999999999,16.790000000000006,36.68341708542716,57.936507936507944
Delmage Jack Ma 425G,Pantry Staples,Canned Fish,16,15,70.0,90.0,20.0,22.22222222222222,28.57142857142857
Delmage Jack Mackerel 400G,Pantry Staples,Canned Fish,34,32,150.0,190.0,40.0,21.052631578947366,26.666666666666668
Delmage Soyameat Curry,Pantry Staples,Canned Food,132,125,191.0,380.09000000000043,189.08999999999992,49.748743718592884,98.99999999999996
Delmage Soyameat Mutton 90G,Pantry Staples,Canned Food,126,119,196.0,390.0400000000003,194.04,49.74874371859293,99.0
Delmage Tea Pouch 200G,Beverages,Tea,7,7,26.25,26.25,0.0,0.0,0.0
Derana Ambulthiyal Mix 350G,Snacks,Packaged Snacks,11,11,35.199999999999996,43.890000000000015,8.690000000000001,19.799498746867165,24.687500000000007
Derana Anguluwa Dried Fish 200G,Pantry Staples,Condiments,19,19,71.25,90.25,19.0,21.052631578947366,26.666666666666668
Derana Basmathi 10Kg,Pantry Staples,Rice,6,6,135.0,174.0,39.0,22.413793103448278,28.888888888888886
Derana Basmathi 5Kg,Pantry Staples,Rice,54,54,624.2500000000006,813.9999999999994,189.7499999999999,23.310810810810814,30.396475770925065
Derana Bbq Sauce 350Ml,Pantry Staples,Sauces,1,1,2.4,3.99,1.59,39.849624060150376,66.25000000000001
Derana Beef Curry Mix 375G,Pantry Staples,Spices,15,15,46.399999999999984,79.83999999999999,33.44,41.88376753507014,72.0689655172414
Derana Bite Mixture 200G,Snacks,Packaged Snacks,29,28,56.550000000000026,72.21000000000002,15.65999999999999,21.686746987951786,27.69230769230766
Derana Bite Mixture Dhal 200G,Snacks,Packaged Snacks,31,30,61.19999999999997,85.0,23.799999999999986,27.999999999999986,38.88888888888889
Derana Buriyani Mix 375G,Pantry Staples,Spices,45,43,159.80000000000013,234.5300000000001,74.73000000000008,31.863727454909842,46.764705882352956
Derana Cashew Curry 340G,Pantry Staples,Sauce,50,47,327.2499999999997,439.4500000000003,112.20000000000013,25.531914893617035,34.285714285714356
Derana Chicken Curry Mix 375G,Pantry Staples,Spices,57,54,197.2000000000002,289.4200000000002,92.22000000000011,31.863727454909842,46.764705882352956
Derana Chilli Paste 350G,Pantry Staples,Spices,98,95,436.0999999999993,685.0200000000007,248.91999999999976,36.337625178826826,57.0786516853933
Derana Chilli Pieces 250G,Pantry Staples,Spices,23,23,44.85000000000001,59.570000000000036,14.720000000000004,24.710424710424704,32.820512820512825
Derana Chilli Pieces 500G,Pantry Staples,Spices,16,16,62.399999999999984,81.6,19.199999999999996,23.52941176470588,30.76923076923077
Derana Chilli Powder 250G,Pantry Staples,Spices,29,29,56.550000000000026,75.11000000000006,18.560000000000006,24.7104247104247,32.82051282051282
Derana Chilli Powder 500G,Pantry Staples,Spices,39,39,152.1000000000001,198.89999999999986,46.800000000000026,23.529411764705912,30.769230769230766
Derana Chilli Sauce 350Ml,Pantry Staples,Sauces,1,1,2.4,3.5,1.1,31.428571428571434,45.833333333333336
Derana Cinnamon Quills 50G,Pantry Staples,Spices,61,61,137.25,212.89000000000016,75.63999999999999,35.530085959885355,55.1111111111111
Derana Coconut Cream 400Ml,Pantry Staples,Coconut Products,44,38,70.4,96.80000000000007,26.40000000000002,27.272727272727277,37.50000000000003
Derana Coconut Milk 400Ml,Pantry Staples,Coconut Products,57,54,92.79999999999994,127.60000000000011,34.80000000000003,27.272727272727277,37.500000000000064
Derana Coconut Vinegar 750Ml,Pantry Staples,Vinegar,13,13,29.249999999999996,40.35,11.100000000000001,27.509293680297404,37.948717948717956
Derana Coconut Viniger 350Ml,Pantry Staples,Vinegar,13,13,15.399999999999997,24.5,9.100000000000001,37.14285714285715,59.090909090909115
Derana Curry Powder 250G,Pantry Staples,Spices,68,68,134.5500000000001,178.71000000000018,44.160000000000025,24.7104247104247,32.82051282051282
Derana Curry Powder 500G,Pantry Staples,Spices,17,17,66.29999999999998,86.69999999999999,20.399999999999995,23.52941176470588,30.76923076923077
Derana Dried Prawns 175G,Pantry Staples,Condiment,29,29,109.50000000000006,141.00000000000003,31.500000000000014,22.3404255319149,28.767123287671232
Derana Dry Seeni Samble 325G,Pantry Staples,Sauce,18,18,89.10000000000002,116.81999999999996,27.71999999999999,23.728813559322035,31.111111111111097
Derana Fish Abulthiyal 300G,Pantry Staples,Sauce,34,33,202.2999999999999,271.66000000000014,69.36,25.531914893617007,34.285714285714306
Derana Fried Katta 200G,Pantry Staples,Sauce,36,34,188.0999999999999,265.6200000000001,77.52000000000002,29.184549356223172,41.21212121212125
Derana Fried Sprat 175G,Pantry Staples,Sardines,45,41,222.74999999999983,314.5500000000002,91.80000000000007,29.184549356223183,41.212121212121275
Derana Fried Thalapath 200G,Pantry Staples,Sauce,33,33,194.7000000000001,263.67000000000013,68.97000000000006,26.157697121401764,35.42372881355933
Derana Garlic & Ginger 350G,Pantry Staples,Condiments,106,106,0.0,418.69999999999925,418.69999999999925,100.0,inf
Derana Garlic Crush 350G,Pantry Staples,Condiments,99,99,277.2000000000005,395.01000000000056,117.80999999999985,29.824561403508692,42.499999999999865
Derana Ginger Minced 1Kg,Pantry Staples,Condiments,25,25,119.99999999999996,174.75000000000003,54.749999999999986,31.330472103004283,45.62500000000001
Derana Ginger Minced 350G,Pantry Staples,Condiments,81,81,226.80000000000032,323.1900000000004,96.38999999999989,29.8245614035087,42.499999999999886
Derana Goraka Pieces 100G,Pantry Staples,Condiments,36,36,64.79999999999995,126.0,61.20000000000004,48.571428571428605,94.44444444444457
Derana Hand Pou.Parb Red 5Kg,Pantry Staples,Rice,2,2,21.6,28.2,6.6,23.404255319148938,30.555555555555554
Derana Hand Pou.Parb.Red 1Kg,Pantry Staples,Rice,2,2,4.7,7.1,2.4,33.80281690140845,51.06382978723404
Derana Indian Basmathi 10Kg,Pantry Staples,Rice,7,7,172.55,210.0,37.45,17.833333333333336,21.703853955375255
Derana Indian Basmathi 20Kg,Pantry Staples,Rice,2,2,74.0,86.0,12.0,13.953488372093023,16.216216216216218
Derana Indian Basmathi 5Kg,Pantry Staples,Rice,23,23,285.20000000000005,367.7700000000001,82.57000000000005,22.451532207629775,28.951612903225822
Derana Jack Mackerel 425G,Pantry Staples,Canned Fish,126,113,421.849999999999,550.5500000000011,128.70000000000024,23.376623376623375,30.508474576271315
Derana Jaffna Curry Powder 350G,Pantry Staples,Spices,26,26,111.79999999999995,145.59999999999994,33.800000000000004,23.214285714285726,30.2325581395349
Derana Katta Curry 325G,Pantry Staples,Sauces,17,17,83.30000000000001,118.82999999999997,35.53,29.899856938483556,42.65306122448979
Derana Katta Sambol 350G,Pantry Staples,Condiments,69,66,352.7999999999998,468.0,115.19999999999986,24.615384615384585,32.653061224489775
Derana Keeri Samba 1Kg,Pantry Staples,Rice,29,26,81.19999999999996,115.70999999999997,34.510000000000005,29.82456140350879,42.50000000000003
Derana Keeri Samba 5Kg,Pantry Staples,Rice,18,18,244.79999999999993,315.0,70.19999999999999,22.28571428571428,28.676470588235297
Derana Kithul Jaggary 450G,Pantry Staples,Sugar,19,19,129.80000000000004,169.39999999999998,39.6,23.37662337662338,30.508474576271176
Derana Kohila Curry,Pantry Staples,Sauces,19,18,72.19999999999997,92.91,20.71,22.290388548057262,28.684210526315802
Derana Lime Pickle Sambol 400G,Pantry Staples,Pickle,23,22,87.39999999999996,110.17000000000006,22.769999999999992,20.668058455114803,26.05263157894737
Derana Lite Basmathi 1Kg,Pantry Staples,Rice,62,60,188.50000000000017,259.3500000000002,70.85000000000011,27.318295739348393,37.58620689655175
Derana Lite Basmathi 5Kg,Pantry Staples,Rice,15,15,214.40000000000006,272.0,57.600000000000016,21.1764705882353,26.865671641791046
Derana Lunumiris,Pantry Staples,Sauce,22,22,81.40000000000003,105.59999999999997,24.200000000000006,22.91666666666668,29.729729729729726
Derana Mackerel 425G,Pantry Staples,Canned Fish,112,85,268.0,400.66000000000065,132.65999999999983,33.11036789297649,49.499999999999936
Derana Maldive F Sambol 200G,Pantry Staples,Sauce,21,21,103.95000000000003,146.79,42.83999999999999,29.184549356223172,41.21212121212119
Derana Mango Curry 350G,Pantry Staples,Sauces,31,30,117.79999999999994,170.19000000000003,52.38999999999998,30.783242258652077,44.47368421052632
Derana Mixed Fruit Jam 450G,Pantry Staples,Condiments,3,3,8.399999999999999,10.47,2.07,19.77077363896848,24.642857142857146
Derana Mustard Powder 200G,Pantry Staples,Spices,20,20,40.949999999999996,83.79000000000002,42.83999999999999,51.127819548872154,104.6153846153846
Derana Muthu Samba 1Kg,Pantry Staples,Rice,55,53,120.4000000000001,196.0,75.60000000000001,38.57142857142858,62.79069767441856
Derana Mutton Curry Mix 350G,Pantry Staples,Spices,10,10,31.899999999999995,54.890000000000015,22.99,41.88376753507013,72.0689655172414
Derana Panna Dried Fish 200G,Pantry Staples,Dried Fish,5,5,19.0,24.0,5.0,20.833333333333336,26.31578947368421
Derana Papper Crush 200G,Pantry Staples,Spices,21,20,102.90000000000003,134.19,31.289999999999985,23.317683881064152,30.408163265306097
Derana Paraw Dried Fish 200G,Pantry Staples,Dried Fish,3,3,15.6,23.96,8.36,34.8914858096828,53.58974358974359
Derana Parboiled 1Kg,Pantry Staples,Dried Fish,9,9,18.900000000000002,24.75,5.8500000000000005,23.63636363636364,30.952380952380953
Derana Paspanguwa 100G,Pantry Staples,Spices,12,12,36.0,48.0,12.0,25.0,33.33333333333333
Derana Passionfruit Cordial 750Ml,Beverages,Fruit Juice,4,4,16.8,19.963636364,3.163636364,15.846994537051968,18.83116883333333
Derana Pepper Powder 200G,Pantry Staples,Spices,14,14,68.6,89.46,20.859999999999996,23.31768388106416,30.408163265306122
Derana Polos Mallum 325G,Pantry Staples,Condiments,4,4,14.8,19.96,5.16,25.851703406813627,34.86486486486486
Derana Pork Curry Mix 350G,Pantry Staples,Spices,23,23,66.69999999999997,114.76999999999997,48.07000000000002,41.88376753507017,72.06896551724144
Derana R/Chilli Powder 250G,Pantry Staples,Spices,6,6,13.8,18.0,4.2,23.333333333333332,30.434782608695656
Derana R/Coco Sambol 300G,Pantry Staples,Sauce,57,53,222.3000000000002,313.5,91.19999999999993,29.09090909090907,41.02564102564096
Derana R/Curry Powder 250G,Pantry Staples,Spices,40,40,88.00000000000006,116.00000000000007,27.999999999999982,24.13793103448273,31.818181818181777
Derana R/Curry Powder 500G,Pantry Staples,Spices,12,12,54.600000000000016,70.85000000000001,16.25,22.93577981651376,29.761904761904756
Derana Rasam Mix 300G,Pantry Staples,Spices,8,8,23.199999999999996,36.0,12.799999999999999,35.55555555555555,55.17241379310346
Derana Raw Rice 1Kg,Pantry Staples,Rice,31,31,65.10000000000002,108.5,43.39999999999998,39.99999999999998,66.6666666666666
Derana Red Basmathi 1Kg,Pantry Staples,Rice,46,46,133.4000000000001,183.54000000000008,50.14000000000006,27.318295739348393,37.586206896551744
Derana Red Basmathi 5Kg,Pantry Staples,Rice,6,6,80.4,110.4,30.0,27.173913043478258,37.31343283582089
Derana Red Raw Rice 5Kg,Pantry Staples,Rice,8,8,76.8,109.52,32.72,29.87582176771366,42.604166666666664
Derana Red S/H Flour 700G,Pantry Staples,Flour,7,7,10.5,13.649999999999999,3.1500000000000004,23.07692307692308,30.000000000000004
Derana Ros /Rice Flr Red 1Kg,Pantry Staples,Flour,16,15,39.599999999999994,52.19999999999999,12.599999999999998,24.137931034482758,31.818181818181817
Derana Sago 250G,Pantry Staples,Grains And Pulses,3,3,4.050000000000001,7.5,3.4499999999999997,46.0,85.18518518518516
Derana Sago 500G,Pantry Staples,Grains And Pulses,30,29,77.99999999999999,105.0,26.999999999999986,25.7142857142857,34.615384615384606
Derana Sesame Rolls 200G,Snacks,Packaged Snacks,13,13,37.69999999999999,51.87000000000002,14.17,27.318295739348358,37.58620689655173
Derana Soya Chunks 500G,Pantry Staples,Pulses And Grains,83,83,266.00000000000045,379.0500000000004,113.04999999999988,29.82456140350871,42.49999999999988
Derana Soyameat Regular,Pantry Staples,Pulses And Grains,9,8,9.0,15.209999999999997,6.209999999999999,40.828402366863905,69.0
Derana Suduru Samba 1Kg,Pantry Staples,Rice,18,18,64.59999999999998,94.81,30.21,31.863727454909817,46.764705882352956
Derana Tamarind Paste 400G,Pantry Staples,Sauces,5,5,18.0,24.950000000000003,6.949999999999999,27.855711422845687,38.61111111111111
Derana Tikiri Soya 250G,Pantry Staples,Pulses And Grains,65,65,122.5,174.30000000000007,51.80000000000002,29.71887550200803,42.2857142857143
Derana Tomato Sauce 350Ml,Pantry Staples,Sauces,1,1,2.4,3.99,1.59,39.849624060150376,66.25000000000001
Derana Veg Lunumiris 350G,Pantry Staples,Sauces,13,13,47.44999999999999,51.87000000000002,4.419999999999999,8.521303258145359,9.315068493150685
Derana Veg Red Coco Sambol 225G,Pantry Staples,Sauces,72,68,262.7999999999997,401.5,138.70000000000016,34.54545454545458,52.77777777777789
Derana Veg Seeni Sambol 350G,Pantry Staples,Sauces,24,23,111.79999999999995,168.74,56.93999999999998,33.744221879815086,50.930232558139544
Derana Virgin Coconut Oil 300Ml,Pantry Staples,Oil,4,4,19.6,25.6,6.0,23.4375,30.61224489795918
Derana White Keeri Samba 1Kg,Pantry Staples,Rice,11,11,33.6,47.88000000000002,14.279999999999996,29.824561403508753,42.499999999999986
Derana White Raw Rice 1Kg,Pantry Staples,Rice,52,52,111.29999999999991,185.5,74.19999999999999,39.99999999999999,66.66666666666671
Derana White S/H Flour 700G,Pantry Staples,Flour,9,9,15.0,19.5,4.5,23.076923076923077,30.0
Derana Woodapple Cordial 750Ml,Pantry Staples,Sauces,1,1,4.5,4.990909091,0.490909091,9.836065575412823,10.909090911111113
Derana Woodapple Jam 450G,Pantry Staples,Condiments,2,2,5.6,7.98,2.38,29.82456140350877,42.5
Derana Yellow Rice Mix 350G,Pantry Staples,Rice,16,16,51.20000000000001,72.0,20.800000000000004,28.888888888888896,40.625
Devaaya 10Kg,Pantry Staples,Rice,37,37,730.75,1036.0,305.25,29.464285714285715,41.77215189873418
Devaaya 5Kg,Pantry Staples,Rice,190,189,2156.0,2842.0,686.0,24.137931034482758,31.818181818181817
Diced Tomatoes,Pantry Staples,Pasta,490,371,661.6400000000009,963.2700000000035,301.6300000000011,31.313131313131308,45.588235294117744
Dill,Fresh Produce,Herbs,782,781,0.0,2640.0,2640.0,100.0,inf
Divul Kiri 750Ml,Beverages,Mix,7,6,34.65,48.93000000000001,14.279999999999998,29.184549356223165,41.212121212121204
Dragonfruit,Fresh Produce,Tropical Fruits,227,227,0.0,1729.0065600000005,1729.0065600000005,100.0,inf
Dreana Special Noodles 400G,Snacks,Noodles,8,6,12.799999999999999,18.319999999999997,5.52,30.13100436681223,43.125
Dried Anguluwa Sera,Pantry Staples,Dried Fish,1,1,3.1,4.5,1.4,31.11111111111111,45.16129032258064
Dried Figs 250G,Snacks,Packaged Snacks,56,55,232.0,301.5999999999997,69.60000000000007,23.076923076923123,30.00000000000003
Dried Fish Katta 200G,Pantry Staples,Dried Fish,45,45,266.8000000000002,345.0,78.20000000000006,22.666666666666686,29.31034482758621
Dried Hurulu 250G,Pantry Staples,Dried Fish,8,8,46.0,55.92000000000001,9.92,17.73962804005722,21.565217391304348
Dried Kooni Large,Pantry Staples,Dried Fish,7,7,40.25,52.5,12.25,23.333333333333332,30.434782608695656
Dried Kooni Small 250G,Pantry Staples,Dried Fish,7,7,38.5,52.5,14.0,26.666666666666668,36.36363636363637
Dried Mora 250G,Pantry Staples,Dried Fish,11,11,63.25,82.5,19.25,23.333333333333332,30.434782608695656
Dried Paraw 250G Agro,Pantry Staples,Dried Fish,28,28,168.0,210.0,42.0,20.0,25.0
Dried Prawns (Boil & Dried),Pantry Staples,Condiments,6,6,25.8,31.8,6.0,18.867924528301884,23.25581395348837
Dried Sprats 200G Lakmalu,Pantry Staples,Sardines,14,14,63.0,83.86,20.859999999999996,24.87479131886477,33.1111111111111
Dried Thalapath 200G Derana,Pantry Staples,Dried Fish,18,18,107.10000000000004,135.0,27.90000000000001,20.666666666666675,26.05042016806723
Dried Thora 250G,Pantry Staples,Condiments,6,6,46.0,60.0,14.0,23.333333333333332,30.434782608695656
Drinking Coconut,Fresh Produce,Coconut Products,23,23,0.0,154.0,154.0,100.0,inf
Dry Cake 400G,Breads & Bakery,Cake,86,79,317.5,444.5,127.0,28.57142857142857,40.0
Easter Candle,Miscellaneous,Candles,5,5,30.0,48.0,18.0,37.5,60.0
